created_at,tweet
2015-12-07 17:34:38 UTC,Crude oil support levels http://stks.co/i3ZaK $CL_F $USO $OIL
2015-12-10 17:53:13 UTC,CRUDE Oil falling wedge http://stks.co/e2yf7 $CL_F $USO $OIL
2015-12-22 17:56:20 UTC,First Solar Golden cross and weekly range http://stks.co/h3eqh $FSLR
2015-12-23 18:01:44 UTC,CRUDE Oil chart update http://stks.co/g3etM $CL_F $USO $OIL
2015-12-25 16:56:25 UTC,EURUSD Chart analysis http://stks.co/h3fc9  $EURUSD $ES_F
2015-12-17 14:01:16 UTC,$SPY  $CRB
2015-12-30 14:30:08 UTC,$NUGT $gdx $gdxj $jnug Jan 2014 and Jan 2015 was super good for these ETF so ? is Jan 2016 gonna be same ?i think so
2015-12-01 16:20:34 UTC,$CHK THAT WOULD BE GREATest!!!! ONE MERGER AND BAM!!! KICK THE SHORTS TO OBLIVION!!
2015-12-02 19:15:32 UTC,$KMI http://stks.co/r3Gch
2015-12-03 14:51:05 UTC,$CHK Just helping people to Make an informed decision about a misinformed company!!
2015-12-04 18:00:49 UTC,$CHK It&#39;s the same with me. I&#39;ve done the DD as well and trying to share with the misunderstood investors. It will come back. Watch
2015-12-04 18:57:14 UTC,"$KMI They may stop the dividends, much like CHK did and then $CHK stock tumbled 15%. Make sure they announce the ex dividend date."
2015-12-07 20:10:46 UTC,$CHK Look at $WMB. You think we are having a bad day?
2015-12-08 15:50:43 UTC,$CHK  $LNG He&#39;s going to keep on upping it more b/c LNG has the only export facility. 2016 $LNG $CHK Contract coming 2016!
2015-12-09 16:08:19 UTC,$CHK He&#39;s not a BEAR! He&#39;s a GOOSEMOOSE!
2015-12-09 16:54:04 UTC,$CHK Stock going down has nothing to do with BK...check their balance sheets.
2015-12-09 21:48:47 UTC,$CHK GooseMoose42 stop pumping LOCO or I&#39;ll report you!
2015-12-10 14:49:41 UTC,$CHK It&#39;s was the same talk during bank crisis..Godlman Sachs/Real Estate. People panic and make poor choices. CHK has TIME and MONEY!
2015-12-11 15:09:31 UTC,$CHK Don&#39;t worry. It will reverse. T Boon Pickens predicts reversal mid year 2016. http://stks.co/d2yjH
2015-12-12 00:20:11 UTC,"$CHK  $GASL  $EXXI  $HK  $SD Oil prices are down on Russia, USA, and Saudi production levels. Coupled with the low demand."
2015-12-14 16:04:29 UTC,$CHK Buy now...and wait till buyout!
2015-12-14 17:12:53 UTC,$IEP  $RIG  $LNG  $FCX  $CHK What&#39;s so high risk about them?
2015-12-14 17:15:42 UTC,$IEP  $RIG  $LNG  $FCX  $CHK He&#39;s talking about the high yield Bonds...
2015-12-14 21:13:31 UTC,$UNG  $LNG  $CHK  $DWTI  $UWTI The article is a load of BS with no evidence/facts to substantiate the claim.
2015-12-15 15:24:38 UTC,$SDRL  $chk  $orig  $kmi Had it been the other way around. If Saudi cut. I doubt you&#39;d be making this statement now!!
2015-12-15 19:03:30 UTC,$CHK http://stks.co/c30Ej
2015-12-15 21:02:53 UTC,$CHK In 2008 it went from 145 to 30 per barrell!!!
2015-12-16 14:07:17 UTC,$CHK FLY!!!! INDEED!!! EXCELLENT WORK LAWLER!!!
2015-12-16 14:24:21 UTC,"$CHK Oil &amp; NG Have to bottom someday. It&#39;s not going to head to zero. Same thing with $CHK, $SWN, $KMI, $APC etc..."
2015-12-16 19:16:44 UTC,$CHK It&#39;s going back up from this morning
2015-12-17 14:51:27 UTC,$CHK Everything is green today...I wonder
2015-12-21 22:47:11 UTC,$CHK  $STUDY You have no idea what your talking about. Almost all E&amp;P companies are down 80%...
2015-12-22 19:51:40 UTC,$CHK That&#39;s why it trended yesterday. We shall see..
2015-12-23 17:54:33 UTC,$CHK NO!! Their costs are going down....
2015-12-23 20:23:15 UTC,$CHK Gas just literally spiked 15% in a matter of 2 days...
2015-12-28 18:34:04 UTC,$CHK Unless O&amp;G remain like this for 2 years....which I doubt!
2015-12-28 21:43:46 UTC,$CHK http://stks.co/g3fia
2015-12-29 20:34:35 UTC,$CHK EOW Def. Look at the Contracts :-)
2015-12-30 17:12:08 UTC,$CHK  $ECA  $CNQ  $SU  $XOM  $APC  $DVN  $SLB  $LINE  $MRO  $SWN  $HSE  $PSX  $IMO  $CVX  $COS  $TRP  $CVX They choked themselves!!!
2015-12-30 18:42:24 UTC,$IBIO We have more watchers than many other companies :-)
2015-12-31 21:06:48 UTC,$CHK Once everyone sees a sentiment change and trend change in Oil. You&#39;ll see many institutional and Insider buys. Q1/Q2 2016.
2015-12-04 13:18:40 UTC,"$GDXJ upper and lower bbands only ~3% offset. $JNUG $JDST about to move 20, 30%, or more, but which way TBD"
2015-12-15 18:43:02 UTC,"$UVXY $TVIX 100-200% gain from here possible with VIX 30-40s, but VIX collapse to &lt;14 will cause these to lose 40-60% from here."
2015-12-18 17:13:31 UTC,$UVXY $TVIX is it ironic that $VIX futures are currently the same place they were in Aug the week FED minutes initiated the Aug market drop?
2015-12-29 16:40:45 UTC,"$UVXY 25s might be a bottom yet again. option OI/Vol looks like $VIX 17 today/tomorrow, VIX back near 18, possibly 20 next week. $TVIX"
2015-12-23 15:24:43 UTC,$FCX why is it up?
2015-12-14 20:16:03 UTC,$AMZN YAY!
2015-12-18 17:32:40 UTC,"$KNDI Dollar values are tripled, winner gets to play for big $, top answer is on the board - Question - which EV is China&#39;s biggest seller?"
2015-12-21 19:58:35 UTC,"$KNDI This temporary drop, time to buy some calls."
2015-12-22 18:05:24 UTC,"$KNDI Happy for ZZY getting this local subsidy payment!  In honor of that, lets hear some ZZ Top!    http://stks.co/d32Ki"
2015-12-23 01:39:18 UTC,$KNDI How many knockdowns do shorts have left?Like a defense that is already exhausted and lots of game left.Another great PR would do what?
2015-12-04 17:42:50 UTC,$AMBA - Decided to get out early yesterday
2015-12-18 04:34:35 UTC,$GLUU Does glu have ZERO HITS in top 40 grossing? No! Wait! Kim K is at #39 as I type this. A 39th place ribbon counts for a lot.
2015-12-19 22:06:51 UTC,$GLUU Big mistake to think KP failure priced in. This stock will go much lower when the dead_Money gets a clue how badly glu failed.
2015-12-21 17:59:47 UTC,$GLUU To be clear: this is NOT a short. Tencent may be stupid enough to buy all shares now. It&#39;s a stock to watch from the sidelines.
2015-12-21 19:24:00 UTC,$GLUU now down ~ 40% for the year. Tax loss selling ahead. Don&#39;t catch the falling knife.
2015-12-23 21:59:33 UTC,"$GLUU May tencent, Mark Gomes and c_money be left holding all the shares of this dog with fleas."
2015-12-30 04:35:15 UTC,$GLUU glu champions: your first step out of the darkness: why is katy&#39;s game nowhere near as successful as the kim k game?
2015-12-01 23:53:29 UTC,$JUNO just popped  $2 dollars AH?
2015-12-31 16:42:00 UTC,"$LEI Unbelievable, maybe one day I&#39;ll have me a stock like that."
2015-12-02 04:15:09 UTC,$FIT there is no hating. you are just a highly irritating dufus :-) post after post of nonsense.
2015-12-04 18:19:55 UTC,$FIT so you wanna wait for another 10% move higher before shorting. my suggestion wait for a 20% move higher. if 3+ month or longer term 45+
2015-12-07 23:28:19 UTC,"$FIT of-course anything is possible. could go to 40 or go to 30. people were showing charts at 26, 29, 30 saying it will go down further."
2015-12-09 18:35:40 UTC,$fit maybe typo. but he could be right if market turns. this was at 33+ with market up. anything possible. could go to 35 if market up 200pt
2015-12-11 01:04:12 UTC,$FIT because he is a &quot;master trader&quot;
2015-12-15 02:05:53 UTC,$FIT i guess you can use whatever range suits your bias. UP nearly 52% from June 2015 IPO of $20.
2015-12-15 20:01:54 UTC,$GPRO  $FIT LOL what a useless article. another fear mongering piece trying to push the FIT=GPRO narrative. 50% of float short panic
2015-12-15 20:29:42 UTC,$FIT mentioned earlier..completely tracking the market. not surprising ahead of the big fed tomm
2015-12-17 15:10:12 UTC,$FIT nothing other than options expiration related shenanigans. rinse repeat.
2015-12-18 21:14:29 UTC,$FIT hope you guys bought some
2015-12-22 03:47:12 UTC,$FIT this will have zero impact. going higher.
2015-12-22 13:53:30 UTC,$fit here comes another ignorant. FIT up nearly 50% since IPO. that&#39;s pretty darn good. compare that to SPY.
2015-12-22 18:27:57 UTC,$FIT The virtual reality Costco that he dreamed up LOL
2015-12-29 20:03:45 UTC,$FIT werent you pumping this here yesterday? Did you buy puts now? LoL
2015-12-30 13:06:57 UTC,$FIT I agree.  too many short fat people (no pun intended) weighing this stock down
2015-12-15 03:27:45 UTC,$PSEC historic per Moody&#39;s is 3% default. 80%  recovery... if I remember correctly...
2015-12-07 19:23:25 UTC,$APDN go to the bottom?
2015-12-16 02:45:07 UTC,"$APDN  Forecast 2016   low $5, high$13"
2015-12-15 03:53:49 UTC,"$WTW F you, Oprah!!!"
2015-12-21 17:04:52 UTC,Share an idea on $TK tired?? It&#39;s just getting started!! $11 eod
2015-12-24 16:34:57 UTC,$FB Pls drop
2015-12-03 14:51:12 UTC,$SKX I like to wait until 10:30ish to figure out what it will do for the day
2015-12-22 12:53:40 UTC,$MNGA no mention of paid pr&#39;s nor did he dispute actual ( complete ) FAMILY compensation !! What of preferred shares ??? Dividends ???
2015-12-09 16:15:15 UTC,$BMA come back? Argentina is doing well today $BFR $PAM
2015-12-23 15:56:28 UTC,"$FEYE hope some funds will add, get over that 22"
2015-12-01 22:13:14 UTC,"$NBG Unfortunately, it will get a lot worse before getting better.  I expect the 2.40 to fall close or under $1, IMHO.Further dilution ahead"
2015-12-16 19:09:26 UTC,$AVXL Markets are moving up sharply on FED rate hike decision
2015-12-18 21:01:33 UTC,"$BABA 1,093,959 shares bought above close at 82.65 after market."
2015-12-29 14:52:03 UTC,@200pips except you&#39;re wrong? Lol. More shares short now than all year and $BABA was among 5 most shorted stocks yesterday.
2015-12-07 14:47:22 UTC,"&quot;@shaibusiness: $AMBA is the next $gmcr&quot;

AGREE"
2015-12-15 15:27:42 UTC,"$ADXS Congrats shorts, nice call on knowing these traders would capitulate.  Waiting on $6.50 before i add again to my investment position.."
2015-12-04 13:30:48 UTC,"$SFXE With James Barton now on board, There must be more going on than we think.Great for SFX investors imo"
2015-12-16 19:20:08 UTC,"$SFXE Next run to .50 from here, the light is Green"
2015-12-21 14:53:31 UTC,$SFXE  Awesome !!
2015-12-28 15:42:43 UTC,"$SFXE This is the opper, time to buy, miss it, you will chase it."
2015-12-29 15:30:50 UTC,$SFXE Almost thu .25 without a glitch
2015-12-22 15:06:53 UTC,"$MNGA it bounced off the 50 moving average(daily chart) so to speak, it looks like its doing better than I thought it would have"
2015-12-28 05:06:32 UTC,@JFresh0420 $MNGA
2015-12-28 16:15:34 UTC,$SFXE what time is the meeting? 3pm eastern?
2015-12-30 22:51:16 UTC,"$MNGA I think the extension was just a formality, something that had to be done by Santili"
2015-12-31 00:16:07 UTC,$MNGA The results of co-combustion have been internally validated by the company but what about external validation?
2015-12-31 19:47:37 UTC,"$MNGA If all this is legit, which I hope it is, it could go soar to double digits in the near future."
2015-12-10 12:07:35 UTC,$GENE ... and 3 month chart looks good for next leg up. Breakout after 3.60?
2015-12-10 16:57:16 UTC,$XOMA I am starting to believe in b/o. The price id stable  @1.35 and it is not dropping. Something is up...
2015-12-22 00:28:42 UTC,$MNGA there was similar crap from street sweeper recently and stock went up 100%+.. it might go down but it will reach new highs...
2015-12-02 18:02:32 UTC,$OLED Is it too late for calls now?
2015-12-23 20:00:45 UTC,$GC_F pop into close. shorts will be covering.
2015-12-30 14:52:29 UTC,$SWKS Tax loss selling should be just about over............
2015-12-23 01:50:10 UTC,"$BDSI Lost faith, took my losses and will invest in another stock. Then, this came out:: http://stks.co/a32Tc"
2015-12-30 15:10:57 UTC,"$FXCM Made it! Just went green for me for the first time since Jan 22, 2015! That was a long time to be under water... :-)"
2015-12-08 22:08:51 UTC,$AEZS 700 shares at 9.10$. I&#39;m dead...
2015-12-30 16:03:29 UTC,$RXII what a shitshow
2015-12-31 13:53:28 UTC,$PBMD we&#39;ve seen this before people and trust me I want this to go up my average is still pretty high
2015-12-01 01:22:25 UTC,$MNKD why is the price point being kept so high?
2015-12-09 17:36:30 UTC,$MNKD what a terrible investment decision
2015-12-09 20:32:58 UTC,$SAVE nice jump here. Got in at $40.71
2015-12-10 18:29:32 UTC,$MNKD haven&#39;t seen a mnkd daily chart look like that in awhile. There was pretty good buy volume on the upswing too.
2015-12-16 00:49:26 UTC,"$GILD ibb up 3+% today... gild barley gets half of the gains, what gives?"
2015-12-23 19:12:21 UTC,$SBUX underperforming compared to major indices and stuck at 60.17. Not good.
2015-12-03 19:09:55 UTC,$XXII   FDA submission will bring this into 1.80&#39;s
2015-12-01 13:23:57 UTC,Trend continuation trade. Price formed double bottom followed by a close above the.. $AUDUSD
2015-12-07 14:43:39 UTC,The fx pair on bigger TF shows a bigger correction is on at the moment and after new .. $EURUSD
2015-12-10 15:04:11 UTC,EURJPY failed to get passed the last two days high level and during the early Euro session .. $EURJPY
2015-12-14 11:27:09 UTC,GBP/JPY is currently in a range. It’s a good Buy when MACD ticks up from below the ... $GBPJPY
2015-12-22 08:30:13 UTC,EUR USD Price has pulled back to S/R which is at 6.18% retracement of the last major swing high. $EURUSD
2015-12-17 22:19:08 UTC,"$FDX Moving up on the aftermarket Hr. Long 20 contract ,,, to good earnings for us to go down, tomorrow back to the  (100 SMA) :)"
2015-12-21 20:54:16 UTC,$CANF mark this -  CANF stock price will be x 10 by this time next year.  all markers point there
2015-12-21 21:01:52 UTC,$CANF this is mainly a day trader&#39;s board. For longs it is an opportunity to use the low valuation - loading up folks.
2015-12-03 20:42:54 UTC,"$AVXL perking up indeed, might have a pulse tomorrow! Still holding some calls on this puppy."
2015-12-14 11:02:11 UTC,Weekly Wrap-Up &amp; Outlook &gt; http://stks.co/b2zS3  $es_f $eurusd $usdchf $cl_f $gc_f $gold $usdjpy #forex #futures
2015-12-01 22:05:24 UTC,How big is APPLE? $AAPL  makes more money than $MSFT $GOOG $AMZN $FB $MA $BABA &amp; $NFLX combined
2015-12-01 03:23:57 UTC,"That $TBT $44.20 is now out of the way. $VXX $19.20 still need to be hit. I think if it get hit, then pullback to hit my BEARISH targets IMO"
2015-12-02 21:22:18 UTC,"Dec 02 Wednesday, $UVXY closed $26.46"
2015-12-08 16:15:25 UTC,"Dec 08 Tuesday, $VXX $17 Dec 11 15&#39; Put came down to $0.01 today."
2015-12-12 01:51:15 UTC,"Dec 11 Friday, $V closed $76.11"
2015-12-12 01:54:53 UTC,"Dec 11 Friday, $DUST closed $15.77"
2015-12-15 15:01:40 UTC,"Dec 15 Tuesday, $UVXY is $31.53 and hit my BEARISH target $32.27 from Dec 14🍺🚬💰🙌"
2015-12-15 21:29:12 UTC,"Dec 15 Tuesday, $UVXY closed $31.16"
2015-12-15 21:40:31 UTC,"Dec 15 Tuesday, $VXX $17 Dec 31 15&#39; Put High was $0.18 and closed @ $0.16."
2015-12-16 23:39:21 UTC,"Dec 16 Wednesday, $UVXY closed $26.93"
2015-12-18 01:58:42 UTC,"Dec 17 Thursday, $UVXY $23 Dec 24 15&#39; Put  closed @ $0.23"
2015-12-18 02:01:29 UTC,"Dec 17 Thursday, $VXX $17 Dec 31 15&#39; Put High was $0.16 and closed @ $0.13."
2015-12-18 02:05:53 UTC,"Dec 17 Thursday, $DIA closed $175.10"
2015-12-18 11:48:45 UTC,"Dec 17 Thursday, $DUST is $18.29 and hit my BULLISH target $18.00 from Dec 16🍺🚬💰🙌"
2015-12-20 01:08:41 UTC,"Dec 18 Friday, $V closed $76.32"
2015-12-20 01:13:50 UTC,"Dec 18 Friday, $VXX $17 Dec 31 15&#39; Put High was $0.04 and closed @ $0.04."
2015-12-05 17:11:32 UTC,$MNKD wouldn&#39;t it be nice to have such advertisement as http://stks.co/g3Yfh
2015-12-01 21:41:26 UTC,"Why is anyone listening to @BMadoff after this:
$TERP $8.10 seems to be the new resistance... and it&#39;s going to melt down all morning long"
2015-12-31 15:15:51 UTC,"$ICON Once there is more transparency (from past accounting &quot;mistakes&quot;), this should return to a more normal PE."
2015-12-25 16:21:02 UTC,$SFXE This just in.
2015-12-03 17:07:24 UTC,$XOMA past
2015-12-02 14:35:58 UTC,"$OHRP looks good, 4.40 important resistance"
2015-12-04 18:57:46 UTC,"$NURO get in, lets see :)"
2015-12-14 14:51:41 UTC,$GASL daily chart
2015-12-18 11:18:32 UTC,$GASL today with any new low i will detect my second entry point to purchase a bunch of this monster :)
2015-12-23 17:07:49 UTC,"$GASL out arround 645, trend still strong but i prefer to wait for tomorrow"
2015-12-02 19:32:51 UTC,$FIT Bacon &amp; Eggs.
2015-12-11 20:50:22 UTC,$AMDA Been very interesting this week and well said @VoVette! #tradeplan #visualization
2015-12-14 16:16:41 UTC,$FSLR #solar energy
2015-12-15 17:04:16 UTC,$NETE  $RGSE  $SFXE  $FBIO  $VVUS  $ACRX  $REXX  $ACI  $PVA  $PWE
2015-12-15 17:15:07 UTC,$SUNE &amp; $SCTY $FSLR amazing moves! #solar #options
2015-12-15 19:05:08 UTC,$WTR #uptrend #chart
2015-12-17 19:11:19 UTC,$GENE notable uptrend and wow $NYMX still bossin!!
2015-12-21 20:41:00 UTC,$NETE  $AVXL  $HART  $RGSE  $NLST  $TRUE  $FORD
2015-12-24 14:48:20 UTC,$AAPL  $GOOG  $MSFT  $SNE  $BBRY $INTC $NVDA $IPHI
2015-12-26 01:20:53 UTC,$NPTN
2015-12-30 01:01:06 UTC,$SCON  $NETE  $NLST  $WRES  $CHK  $YUMA  $HH  $BAA  $SPEX  $IDRA  $SPDC  $MNKD  $BPMX  $BEBE  $GENE
2015-12-30 01:21:59 UTC,$AMGN  $BIIB  $CELG  $GILD  $REGN $BIB  $IBB  $XBI  $SPY  #options #optiontrading #optioncalls
2015-12-30 14:45:29 UTC,$AMDA  $CANV  $CANF  $ASTI  $GSI  $FES $IFON $LPTN $SPEX $KEG
2015-12-10 17:14:10 UTC,$SWHC   WHY??  You short??
2015-12-11 17:18:25 UTC,$JBLU I don&#39;t get it. Good reports and get downgrades or other nonsense!
2015-12-31 17:18:19 UTC,$LEI  Is that $hit different from the regular kind?  LOL.
2015-12-09 04:41:51 UTC,$GEVO Tuesday Volume Analytics - Longs 1281810 &amp; Shorts 750082 - Longs Strong &amp; SP Goes DOWN?http://stks.co/r3Ijq
2015-12-11 05:38:48 UTC,$PLUG $FCEL $BLDP $GEVO  Illegal Naked Short Selling Appears to Lie at the Heart of an Extensive Stock Manipulation
2015-12-21 15:32:29 UTC,$Plug $TM $TSLA $GM $F $HMC - Hydrogen fuel cells the most exciting area of green energy. Vehicle that runs &amp; produces water IS great.
2015-12-22 16:21:58 UTC,$BWEN $CPST $PLUG $BLDP $KNDI $TSLA $GE - HUGE... China to invest $315-630 billion every year for the next 5 years on green economy.
2015-12-01 15:05:57 UTC,$APRI will be first to market low t serm .. Rprx revived CRL... New studies required .... Apri in the lead now with multiple indications !!!
2015-12-01 12:55:17 UTC,$ULTA Down 5.5% from it&#39;s all time high and the sky is falling?  Women will forgo food over makeup.  Get a grip folks.
2015-12-03 02:17:00 UTC,$STUDY Buy &amp; hold doesn&#39;t always work long term. Every investor should have a sell discipline @MarketSmith webinar
2015-12-03 03:31:36 UTC,"$SRG Base rents averaged $18.95 PSF for signed but not yet opened leases, $11.23 PSF for existing 3rd-party leases and $4.31 PSF for $SHLD"
2015-12-03 06:01:53 UTC,"@Professional_trader not just $SPG, $MAC and $GGP look sick too. $WMT, $M, $JWN, $KSS, $DDS are plain ugly.  Perception poor in space now."
2015-12-03 10:20:55 UTC,"$YHOO  $BABA  http://stks.co/s3GRE I won&#39;t support Murdock with a subscription, but what @ArronBack said."
2015-12-06 23:25:17 UTC,"$MNST looks like the benefits of the $KO relationship are finally kicking in. EPS rating 87 Group RS 99, Composite Rating 91 @MarketSmith"
2015-12-06 23:41:50 UTC,"$SSNI Composite rank 88, RS rating 97 @MarketSmith. Rev Growth 225%, 85% 148% last 3 qtrs. EPS est up 333% for 2016"
2015-12-07 01:22:22 UTC,"$MNST and $BAC are coincidently, my second and third largest portfolio positions. http://stks.co/c2x5f"
2015-12-07 01:45:08 UTC,@dadstradingstocksagain let me rephrase that.  What made $MO $PM $RAI such good long term investments?
2015-12-07 01:51:38 UTC,$SSNI has a partnership with $AYI for streetlight market.
2015-12-07 01:58:34 UTC,$SSNI  &quot;...the change in recurring revenue year over year outpacing the cumulative endpoints delivered.&quot;  http://stks.co/h3ZAU
2015-12-07 02:00:36 UTC,$SSNI Looks like lots of supply at $15.  Waiting for the volume breakout.
2015-12-07 02:19:02 UTC,$SSNI risks as I see them are the long sales cycle and lumpy revenue. Selling into large electric utilities and municipalities is arduous.
2015-12-07 02:31:56 UTC,"$GBTC With $GBTC &#39;s closing price of $46, that was a massive 33.4% premium to NAV."
2015-12-07 02:34:24 UTC,$GBTC $BCOIN At what point will a hedge fund decide to put 1% of assets into $BCOIN? The total market cap of $BCOIN is only $5.8 Billion.
2015-12-07 02:36:01 UTC,"$GBTC $BCOIN when I think about the $BCOIN ecosystem, it&#39;s completely uncorrelated to financial markets.  The big risk is it disappearing."
2015-12-08 01:33:13 UTC,$LNG I saw the $CQP looked like death technically. When do they start exporting LNG?  I thought early 2016.
2015-12-10 01:59:05 UTC,@Professional_trader Bruce was buying when folks were selling after $SHLD reported the quarterly results.
2015-12-11 18:34:14 UTC,SHLD has the same value creation opportunities as $SRG What happens if Uncle Warren takes a position with 89% of float short?
2015-12-16 21:43:45 UTC,"$WTW I love the story, but I believe it&#39;s &quot;show me&quot; time for Oprah and the $WTW braintrust.  Will the &quot;new&quot; $WTW put fannies in the seats?"
2015-12-16 21:50:26 UTC,"$STUDY @IBDinvestors @MarketSmith moved outlook to &quot;Market in Confirmed Uptrend&quot; after market close, which gets me buying market leaders."
2015-12-17 01:09:53 UTC,"@1981_1974 thx, that&#39;s very nice to hear.  I won&#39;t mess with $SCTY until it settles down and goes through 7 or more weeks of base building."
2015-12-17 11:34:19 UTC,$BAC #SuperCap25 component should kick some arse in 2016
2015-12-17 13:14:16 UTC,"$SEDG Using conservative analyst estimates of $1.97 for 2017 and a PEG of one, gives you a 2 year price target of $60"
2015-12-17 13:17:44 UTC,"$SEDG In it&#39;s short history as a public company, IPO priced at $18, it&#39;s handily beaten street estimates."
2015-12-23 12:45:19 UTC,"$NKE EPS Rating 92 RS 95 @MarketSmith but Group RS only 30. Fund ownership still growing 1901, 1993, 2066, 2227 last 4 qtrs."
2015-12-25 16:02:00 UTC,$VDSI has grown it&#39;s Net Tangible Assets in each of it&#39;s last 4 quarters. A lesson in value creation.
2015-12-25 16:04:19 UTC,"$VDSI At current prices and looking at the prior 4 qtrs, market is only valuing the company at 11X Free Cash Flow to Enterprise Value."
2015-12-25 16:31:26 UTC,$CALM note Cal-Maine&#39;s variable dividend policy. http://stks.co/b335C Makes perfect sense for a business with volatile pricing.
2015-12-26 23:12:22 UTC,@apppro I listened and I don&#39;t want to buy $LNG.  I don&#39;t want to short it either. I want to buy $TSLA
2015-12-29 04:01:43 UTC,$GOOGL  $AMZN  $FB My guess is they will consolidate for a few months.
2015-12-29 23:55:04 UTC,$CMRX As of Sept qtr they had $8.25 in cash and marketable securities and no long term debt.  Get the rest of the company for free.
2015-12-30 03:54:24 UTC,@oneneo last couple of qtrs $CMRX burned $25 million per.
2015-12-30 23:38:04 UTC,"$WTW pocket pivot yesterday and again today. I gave up on yesterday&#39;s weak open, my bad."
2015-12-03 18:49:03 UTC,$OHRP it pains me to watch this casserole of nonsense. I&#39;ll dance a jig if this hits $8 by the end of February. Digging deep 2 find loyalty.
2015-12-08 04:21:26 UTC,$LUV $DAL $UAL $HA $SKYW $AAL $ALK
2015-12-10 13:59:34 UTC,$FSLR $SCTY $CSIQ
2015-12-11 13:18:12 UTC,$LAKE $UVXY $TVIX $BBRY $GPRO Watching !!!
2015-12-12 23:22:27 UTC,** @ some here in Dip: $UWTI $UGAZ $PTN $AYA $GPRO $BABA $YINN $YY $QIHU $VIPS W/L
2015-12-15 05:56:06 UTC,"$GUSH $DWTI $UWTI Burned by Icahn, Cheniere&#39;s Ex-CEO Contemplates Life as Ski Bum http://stks.co/h3cFB $DRIP"
2015-12-15 15:29:17 UTC,Top gainers: $THST +64% $KTOV 43% $LL 20% $RUN 20% $ICPT 19% $UTSI 18% $PCRX 16% $ICA 15% $VRX $ENPH $APDN $YINN $KNDI $XIV $SPY
2015-12-16 12:48:58 UTC,$CSIQ $SCTY $SPWR $FSLR $RUN  will require $16.5 trillion of spending on renewables and efficiency through 2030 http://stks.co/p3LST
2015-12-16 14:26:30 UTC,$AIV $BEAV $BLKB $BYD $CEVA $CHRW $CIB $CPT $CVX $DFS $DK $KIM $LSTR $NOC $NWL $TXT $UACL $VLO
2015-12-16 14:41:49 UTC,$ACST awesome !
2015-12-16 15:35:26 UTC,TOP +%Gainers: $ENPH +71% $ACST 70% $JRJC 41% $ADXS 33% $SCTY 33% $ARRY 25% $RUN 21% $SPWR 20% $SEDG 17% $PAH $HPY $SOL $SUNE
2015-12-20 15:08:16 UTC,$UVXY $DYN $OMER $QIHU $DWTI &amp; $UWTI $SPY $STUDY Watching &gt;&gt;
2015-12-31 14:54:27 UTC,$AYA $BABA $VUZI  $GPRO $SCTY $FB  $SHOP  Long term 2016 $!!
2015-12-07 05:17:51 UTC,$AMDA we have seen the worst sell-off last month..it can&#39;t get any worse than that. FDA approval &amp; Peer Reviews to validate Si3N4 &gt; PEEK.
2015-12-18 15:21:31 UTC,$AMDA stop with the more dilution non-sense. Its already worse enough with Dr.Fluffy at the helm with this genius IQ.Warrants-&gt;FDAorR/S-&gt;FDA
2015-12-18 15:30:09 UTC,"$AMDA Mike Houston said,they will release the no-name OEM details once they get FDA + femoral head..I expect Jan to deliver"
2015-12-01 00:40:35 UTC,$MNGA I keep wondering why Einhorn is so dead set on a coal revival with $CNX ? Is it technology? Coal still 39% of power generation in USA.
2015-12-03 01:52:19 UTC,$PMTS To any schooled investors out there! I see large trading volume at specific times recently. A heads up is warranted. Please?
2015-12-10 13:31:56 UTC,$CNX Like I said yesterday. This stock rocks!
2015-12-10 20:56:24 UTC,$MNGA 2.11 BAMM!!!
2015-12-11 01:49:52 UTC,$CYBR Sold 1/4 of position today to dbl down on $MNGA @ 2. The future will show the wisdom of the past.
2015-12-13 00:07:43 UTC,"$MNGA I definately don&#39;t believe its a negative sign, but a positive sign."
2015-12-14 08:59:57 UTC,@hiloSF Watch for a drop in $NPTN on Monday. Bad news out of Tiawan on the optoelectronics sector this morning. Might give us a buying op.
2015-12-15 10:56:55 UTC,$CNX LNG has different pricing than petrolium products(oil) world wide. LNG will be exported at much higher prices than in U.S.
2015-12-15 11:01:49 UTC,$CNX In the U.S. there&#39;s going to be a doubling of LNG export terminals. These export terminals will transport LNG all over the world.
2015-12-16 23:33:50 UTC,$CHLN OK. Just a few more cents and we can do it all over again. Got to love the consistency. Thankyou China.
2015-12-17 00:34:15 UTC,$MNGA It has been the same for over a year. A 750k sale doesn&#39;t touch the 2.2mil it took to get it! My question? is feed stock a problem?
2015-12-22 13:48:44 UTC,$MNGA Until Co Co is definate. Any intelligent investor would want the SP as low as possible.
2015-12-23 23:47:04 UTC,$DGAZ I hope you got into $UGAZ on my call yesterday. Looks like the reversal forecast was correct. What a big move too! GL
2015-12-25 21:11:02 UTC,"$CYBR Splitting hairs here, but break above $47.12 is my mark. .56 may make a difference between a fake and a real breakout."
2015-12-25 21:23:41 UTC,$MNGA Maybe she has enough cash to do her for a while? Seems to me she sold way too early. What a dummy? GL Carla
2015-12-30 19:25:08 UTC,@Boydz I cleared out my 5 yr 185k porfolio today and am cash+. Have 3K $MNGA @1.10 and SPXS 1k @16.96. Where to put the rest?
2015-12-11 14:51:21 UTC,$MNKD who cares if it is all time when script numbers are still in the hundreds
2015-12-18 22:11:26 UTC,$VTAE it is?  There&#39;s never ah activity in this pumped up POS...lol look at the ask...
